Ticket_ID,Ticket_Text,Category,Priority,Channel,Customer_Tier
TKT-12912,"Hi there, Webhook notifications are delayed by approximately 45 minutes since latest release This is impacting our business operations.",Technical Issues,Medium,Email,Free Tier
TKT-12913,Please cancel our monthly recurring addon package before next billing cycle begins Please look into this as soon as possible.,Cancellation & Refunds,Medium,Web Portal,Enterprise
TKT-12914,"Hello support team, Google workspace OAuth single sign-on throws redirect uri mismatch error",Account Access,Medium,In-App Chat,SMB
TKT-12915,"Dear Customer Service, Credit card was double charged twice for annual subscription total $2,400 please reverse immediately Please look into this as soon as possible.",Billing & Payments,High,Web Portal,Free Tier
TKT-12916,"Greetings, Cannot upload CSV file larger than 5MB error says file format unsupported This is impacting our business operations.",Technical Issues,Medium,Email,Enterprise
TKT-12917,"Hey, Can we pause our subscription for 2 months during our seasonal business hiatus?",Cancellation & Refunds,Low,Web Portal,Enterprise
TKT-12918,Help please! Webhook notifications are delayed by approximately 45 minutes since latest release,Technical Issues,Medium,Web Portal,SMB
TKT-12919,"Hi there, Where can I find video tutorials for onboarding new team members? Awaiting your quick reply.",Product Inquiries,Low,In-App Chat,SMB
TKT-12920,"Dear Customer Service, How do we export all our workspace data before closing our company account? Please look into this as soon as possible.",Cancellation & Refunds,Medium,Web Portal,Free Tier
TKT-12921,"Dear Customer Service, Where can I find video tutorials for onboarding new team members?",Product Inquiries,Low,In-App Chat,SMB
TKT-12922,"Hi there, Google workspace OAuth single sign-on throws redirect uri mismatch error Regards.",Account Access,Medium,Email,Free Tier
TKT-12923,"Dear Customer Service, Service SLA breach below 99% uptime requesting contract termination and penalty refund Thanks for your prompt help.",Cancellation & Refunds,High,Web Portal,Enterprise
TKT-12924,"Greetings, Payment receipt not delivered to finance accounting team email address Please look into this as soon as possible.",Billing & Payments,Medium,Web Portal,Enterprise
TKT-12925,"FYI, API endpoint returning 503 service unavailable all background workers crashed immediately Let me know the resolution.",Technical Issues,High,Web Portal,SMB
TKT-12926,Where can I download past invoices from the billing settings page?,Billing & Payments,Low,Web Portal,Free Tier
TKT-12927,Attention: What is the exact difference in features between Professional and Enterprise tier? This is impacting our business operations.,Product Inquiries,Medium,Web Portal,SMB
TKT-12928,"Hi there, Please ensure auto-renewal is turned off for our yearly subscription Thanks for your prompt help.",Cancellation & Refunds,Medium,Email,SMB
TKT-12929,Help please! Webhook notifications are delayed by approximately 45 minutes since latest release Thanks for your prompt help.,Technical Issues,Medium,Web Portal,SMB
TKT-12930,What is your cancellation policy if we decide to pause subscription next quarter? Appreciate your assistance.,Cancellation & Refunds,Low,Web Portal,Enterprise
TKT-12931,Attention: How to change notification preferences for email digests? Please look into this as soon as possible.,Account Access,Low,Web Portal,SMB
TKT-12932,Urgent assistance needed: Cancel subscription immediately and process full refund as promised by account manager within 24h Please look into this as soon as possible.,Cancellation & Refunds,High,Email,Enterprise
TKT-12933,"Greetings, Coupon promo code DISCOUNT20 was not applied during renewal checkout Regards.",Billing & Payments,Medium,Web Portal,Free Tier
TKT-12934,"Hi there, Does the platform support automated CSV data export via scheduled SFTP? This is impacting our business operations.",Product Inquiries,Medium,Web Portal,Enterprise
TKT-12935,Attention: How to change notification preferences for email digests? Awaiting your quick reply.,Account Access,Low,In-App Chat,SMB
TKT-12936,"Greetings, How to switch payment method from American Express to corporate ACH wire transfer? This is impacting our business operations.",Billing & Payments,Medium,Web Portal,SMB
TKT-12937,"Hi there, Cannot change primary email address in profile settings page throws permission error Let me know the resolution.",Account Access,Medium,Email,Free Tier
TKT-12938,"Hello support team, Password reset link email never arrives in inbox or spam folder Appreciate your assistance.",Account Access,Medium,Web Portal,Free Tier
TKT-12939,"Greetings, Is there an RSS feed available for platform status announcements? Let me know the resolution.",Technical Issues,Low,Web Portal,SMB
TKT-12940,"FYI, How do I update my profile avatar and display name on the portal? Thanks for your prompt help.",Account Access,Low,In-App Chat,Enterprise
TKT-12941,"Greetings, Credit card was double charged twice for annual subscription total $2,400 please reverse immediately This is impacting our business operations.",Billing & Payments,High,Email,Enterprise
TKT-12942,Attention: Account locked out completely admin cannot access production console MFA token expired Thanks for your prompt help.,Account Access,High,Web Portal,Enterprise
TKT-12943,Help please! Lost two-factor authentication device backup codes not working urgent root access needed Please look into this as soon as possible.,Account Access,High,Web Portal,Free Tier
TKT-12944,Urgent assistance needed: Account locked out completely admin cannot access production console MFA token expired This is impacting our business operations.,Account Access,High,Email,SMB
TKT-12945,Attention: Requesting instructions for setting up Google Authenticator app Appreciate your assistance.,Account Access,Low,Email,Free Tier
TKT-12946,Urgent assistance needed: Invited team member receives invalid invitation token error when clicking join link Please look into this as soon as possible.,Account Access,Medium,In-App Chat,SMB
TKT-12947,We are downsizing our team and wish to downgrade from Enterprise to Starter plan Regards.,Cancellation & Refunds,Medium,Web Portal,SMB
TKT-12948,"Dear Customer Service, Where is the cancellation request button located inside billing settings? Awaiting your quick reply.",Cancellation & Refunds,Low,In-App Chat,SMB
TKT-12949,"FYI, How do we export all our workspace data before closing our company account? This is impacting our business operations.",Cancellation & Refunds,Medium,Web Portal,Enterprise
TKT-12950,"Greetings, Feature request: can you add a dark theme option for the PDF export tool? Appreciate your assistance.",Technical Issues,Low,Email,Free Tier
TKT-12951,Attention: Google workspace OAuth single sign-on throws redirect uri mismatch error Please look into this as soon as possible.,Account Access,Medium,Web Portal,SMB
TKT-12952,Attention: Mobile app crashes whenever user switches from dark mode to light mode in settings Appreciate your assistance.,Technical Issues,Medium,Email,Enterprise
TKT-12953,"Hey, Can we customize webhook payload headers with custom authorization tokens? Awaiting your quick reply.",Product Inquiries,Medium,In-App Chat,Enterprise
TKT-12954,Help please! What payment currencies do you support for international bank cards? Regards.,Billing & Payments,Low,Web Portal,Free Tier
TKT-12955,Attention: Can you share best practices for organizing workspaces across departments? Appreciate your assistance.,Product Inquiries,Low,In-App Chat,SMB
TKT-12956,"Dear Customer Service, Requesting breakdown of usage-based tier charges for bandwidth overages last month Please look into this as soon as possible.",Billing & Payments,Medium,Web Portal,Enterprise
TKT-12957,"Dear Customer Service, Where is the cancellation request button located inside billing settings? Please look into this as soon as possible.",Cancellation & Refunds,Low,In-App Chat,SMB
TKT-12958,Urgent assistance needed: Where can I download past invoices from the billing settings page?,Billing & Payments,Low,Email,SMB
TKT-12959,"Hello support team, Credit card was double charged twice for annual subscription total $2,400 please reverse immediately Thanks for your prompt help.",Billing & Payments,High,Web Portal,SMB
TKT-12960,Attention: Service SLA breach below 99% uptime requesting contract termination and penalty refund This is impacting our business operations.,Cancellation & Refunds,High,Web Portal,SMB
TKT-12961,Attention: Can we pay our invoice via annual bank check instead of card?,Billing & Payments,Low,Web Portal,SMB
TKT-12962,"Hey, Invited team member receives invalid invitation token error when clicking join link Appreciate your assistance.",Account Access,Medium,Web Portal,SMB
TKT-12963,"Dear Customer Service, Payment gateway failed during checkout customer funds deducted but invoice marked unpaid Regards.",Billing & Payments,High,In-App Chat,Free Tier
TKT-12964,Urgent assistance needed: Need to update billing address and GST identification number on upcoming monthly invoice Regards.,Billing & Payments,Medium,Web Portal,SMB
TKT-12965,"Hi there, API endpoint returning 503 service unavailable all background workers crashed immediately Let me know the resolution.",Technical Issues,High,Email,SMB
TKT-12966,"FYI, Where is the latest API documentation and Postman collection available? Let me know the resolution.",Product Inquiries,Low,Email,SMB
TKT-12967,"Dear Customer Service, Cannot upload CSV file larger than 5MB error says file format unsupported Appreciate your assistance.",Technical Issues,Medium,Email,SMB
TKT-12968,"Hey, Need to update billing address and GST identification number on upcoming monthly invoice",Billing & Payments,Medium,Email,Free Tier
TKT-12969,"Hi there, Service SLA breach below 99% uptime requesting contract termination and penalty refund Awaiting your quick reply.",Cancellation & Refunds,High,Web Portal,SMB
TKT-12970,"FYI, Urgent: tax invoice number missing on compliance statement audit deadline tomorrow",Billing & Payments,High,Email,SMB
TKT-12971,"Hey, Data pipeline corrupted our daily sync failed for enterprise client accounts Regards.",Technical Issues,High,Web Portal,Enterprise
TKT-12972,"Hello support team, Cancel subscription immediately and process full refund as promised by account manager within 24h This is impacting our business operations.",Cancellation & Refunds,High,Web Portal,SMB
TKT-12973,"Hi there, Requesting instructions for setting up Google Authenticator app Let me know the resolution.",Account Access,Low,Web Portal,Free Tier
TKT-12974,Attention: Lost two-factor authentication device backup codes not working urgent root access needed Please look into this as soon as possible.,Account Access,High,In-App Chat,Enterprise
TKT-12975,"Dear Customer Service, Typo in user settings documentation link points to older version 2.1 guide Please look into this as soon as possible.",Technical Issues,Low,Web Portal,SMB
TKT-12976,"Hello support team, Requesting quote for adding 5 additional user seats to team plan next month Regards.",Billing & Payments,Low,Web Portal,Enterprise
TKT-12977,"Greetings, How do I clear browser cache to view updated profile picture? Appreciate your assistance.",Technical Issues,Low,Web Portal,SMB
TKT-12978,"FYI, Security vulnerability detected unauthorized API calls from unknown IP address help Regards.",Technical Issues,High,Email,SMB
TKT-12979,Urgent assistance needed: What payment currencies do you support for international bank cards? Thanks for your prompt help.,Billing & Payments,Low,Email,SMB
TKT-12980,Urgent assistance needed: Is there an RSS feed available for platform status announcements? Let me know the resolution.,Technical Issues,Low,Web Portal,Enterprise
TKT-12981,Attention: Coupon promo code DISCOUNT20 was not applied during renewal checkout Please look into this as soon as possible.,Billing & Payments,Medium,Web Portal,Enterprise
TKT-12982,Help please! Data pipeline corrupted our daily sync failed for enterprise client accounts This is impacting our business operations.,Technical Issues,High,Web Portal,SMB
TKT-12983,"Hi there, Do you have a public product roadmap for upcoming Q3 features? Appreciate your assistance.",Product Inquiries,Low,Email,SMB
TKT-12984,"Greetings, Memory leak causing production Kubernetes pods to crash in loop OOMKilled Please look into this as soon as possible.",Technical Issues,High,Web Portal,SMB
TKT-12985,"Hi there, Urgent: tax invoice number missing on compliance statement audit deadline tomorrow Let me know the resolution.",Billing & Payments,High,In-App Chat,SMB
TKT-12986,"Hello support team, Typo in user settings documentation link points to older version 2.1 guide Thanks for your prompt help.",Technical Issues,Low,Email,Enterprise
TKT-12987,"FYI, SSO SAML authentication broken for entire organization no employees can log in Let me know the resolution.",Account Access,High,Web Portal,SMB
TKT-12988,Help please! Will our annual subscription automatically renew next quarter? Appreciate your assistance.,Billing & Payments,Low,Web Portal,SMB
TKT-12989,"Hello support team, Invited team member receives invalid invitation token error when clicking join link",Account Access,Medium,Web Portal,Free Tier
TKT-12990,"Hi there, How to change notification preferences for email digests? Regards.",Account Access,Low,In-App Chat,Enterprise
TKT-12991,Urgent assistance needed: Webhook notifications are delayed by approximately 45 minutes since latest release Please look into this as soon as possible.,Technical Issues,Medium,Email,Enterprise
TKT-12992,"Hello support team, Can you share best practices for organizing workspaces across departments? Awaiting your quick reply.",Product Inquiries,Low,Web Portal,SMB
TKT-12993,Urgent assistance needed: How many concurrent API requests are allowed on the standard developer tier? Regards.,Product Inquiries,Medium,Email,Enterprise
TKT-12994,Attention: Web application loading very slowly dashboard takes over 30 seconds to render charts Regards.,Technical Issues,Medium,Email,Free Tier
TKT-12995,Attention: Webhook notifications are delayed by approximately 45 minutes since latest release This is impacting our business operations.,Technical Issues,Medium,Email,Free Tier
TKT-12996,"FYI, Cannot change primary email address in profile settings page throws permission error Thanks for your prompt help.",Account Access,Medium,Email,SMB
TKT-12997,"Hello support team, Coupon promo code DISCOUNT20 was not applied during renewal checkout This is impacting our business operations.",Billing & Payments,Medium,Web Portal,Enterprise
TKT-12998,"FYI, Can we pause our subscription for 2 months during our seasonal business hiatus? Appreciate your assistance.",Cancellation & Refunds,Low,Email,Enterprise
TKT-12999,"Hello support team, Mobile app crashes whenever user switches from dark mode to light mode in settings",Technical Issues,Medium,Web Portal,SMB
TKT-13000,"FYI, Production database connection failure error code 500 server outage critical system down Appreciate your assistance.",Technical Issues,High,Web Portal,SMB
TKT-13001,"Greetings, What is the exact difference in features between Professional and Enterprise tier? Regards.",Product Inquiries,Medium,Web Portal,Enterprise
TKT-13002,"FYI, Is there a free trial period available for the analytics add-on module? This is impacting our business operations.",Product Inquiries,Low,Web Portal,Enterprise
TKT-13003,"Hello support team, Requesting quote for adding 5 additional user seats to team plan next month This is impacting our business operations.",Billing & Payments,Low,Web Portal,Enterprise
TKT-13004,Help please! Requesting breakdown of usage-based tier charges for bandwidth overages last month Let me know the resolution.,Billing & Payments,Medium,Web Portal,SMB
TKT-13005,Attention: Data pipeline corrupted our daily sync failed for enterprise client accounts Appreciate your assistance.,Technical Issues,High,Web Portal,Free Tier
TKT-13006,"FYI, Admin account deleted by mistake restore access and permissions urgently Regards.",Account Access,High,Web Portal,Free Tier
TKT-13007,"Dear Customer Service, Can one user be a member of multiple organization workspaces? Let me know the resolution.",Account Access,Low,Web Portal,Free Tier
TKT-13008,"Hey, Can we customize webhook payload headers with custom authorization tokens? Regards.",Product Inquiries,Medium,Web Portal,Enterprise
TKT-13009,Please ensure auto-renewal is turned off for our yearly subscription Awaiting your quick reply.,Cancellation & Refunds,Medium,Web Portal,SMB
TKT-13010,"Hello support team, Cannot upload CSV file larger than 5MB error says file format unsupported Appreciate your assistance.",Technical Issues,Medium,Email,SMB
TKT-13011,"Dear Customer Service, Production database connection failure error code 500 server outage critical system down Let me know the resolution.",Technical Issues,High,Email,Enterprise
TKT-13012,Urgent assistance needed: What is the exact difference in features between Professional and Enterprise tier?,Product Inquiries,Medium,Web Portal,Free Tier
TKT-13013,"Hi there, What are the supported database connectors for the analytics pipeline? Let me know the resolution.",Product Inquiries,Medium,Web Portal,Free Tier
TKT-13014,"Hey, Where can I download past invoices from the billing settings page? Awaiting your quick reply.",Billing & Payments,Low,Web Portal,Enterprise
TKT-13015,Attention: Where is the latest API documentation and Postman collection available?,Product Inquiries,Low,Email,Enterprise
TKT-13016,"Dear Customer Service, Coupon promo code DISCOUNT20 was not applied during renewal checkout Let me know the resolution.",Billing & Payments,Medium,Email,SMB
TKT-13017,"Hello support team, Urgent clarification on API rate limits for upcoming marketing campaign launching tonight Appreciate your assistance.",Product Inquiries,High,Email,Enterprise
TKT-13018,"Hi there, How to switch payment method from American Express to corporate ACH wire transfer? This is impacting our business operations.",Billing & Payments,Medium,Web Portal,SMB
TKT-13019,"Dear Customer Service, Web application loading very slowly dashboard takes over 30 seconds to render charts This is impacting our business operations.",Technical Issues,Medium,In-App Chat,SMB
TKT-13020,Help please! Will our annual subscription automatically renew next quarter? Awaiting your quick reply.,Billing & Payments,Low,Email,SMB
TKT-13021,Urgent assistance needed: How do I clear browser cache to view updated profile picture? Regards.,Technical Issues,Low,Email,Free Tier
TKT-13022,"Dear Customer Service, How to switch payment method from American Express to corporate ACH wire transfer? Let me know the resolution.",Billing & Payments,Medium,In-App Chat,Enterprise
TKT-13023,"Dear Customer Service, Where can I download past invoices from the billing settings page? Please look into this as soon as possible.",Billing & Payments,Low,Web Portal,Enterprise
TKT-13024,"Dear Customer Service, Where can I download past invoices from the billing settings page? Thanks for your prompt help.",Billing & Payments,Low,Web Portal,Free Tier
TKT-13025,"Hello support team, How to switch payment method from American Express to corporate ACH wire transfer? Let me know the resolution.",Billing & Payments,Medium,Web Portal,Free Tier
TKT-13026,"Hi there, If we cancel, do we still retain read-only access to historical dashboard reports? Appreciate your assistance.",Cancellation & Refunds,Low,Web Portal,SMB
TKT-13027,"Hi there, How many concurrent API requests are allowed on the standard developer tier? Appreciate your assistance.",Product Inquiries,Medium,Web Portal,Enterprise
TKT-13028,"Hi there, Lost two-factor authentication device backup codes not working urgent root access needed Let me know the resolution.",Account Access,High,Web Portal,SMB
TKT-13029,"FYI, What payment currencies do you support for international bank cards? Regards.",Billing & Payments,Low,Email,SMB
TKT-13030,"Dear Customer Service, Admin account deleted by mistake restore access and permissions urgently Appreciate your assistance.",Account Access,High,Email,Free Tier
TKT-13031,What payment currencies do you support for international bank cards? Awaiting your quick reply.,Billing & Payments,Low,Web Portal,Enterprise
TKT-13032,Help please! Where can I download past invoices from the billing settings page? Let me know the resolution.,Billing & Payments,Low,Email,Free Tier
TKT-13033,How many concurrent API requests are allowed on the standard developer tier? Please look into this as soon as possible.,Product Inquiries,Medium,Email,SMB
TKT-13034,"Hey, Security vulnerability detected unauthorized API calls from unknown IP address help Let me know the resolution.",Technical Issues,High,Web Portal,Free Tier
TKT-13035,"Greetings, Where can I find video tutorials for onboarding new team members? Awaiting your quick reply.",Product Inquiries,Low,Web Portal,SMB
TKT-13036,"Greetings, Invited team member receives invalid invitation token error when clicking join link Awaiting your quick reply.",Account Access,Medium,Web Portal,Free Tier
TKT-13037,Minor CSS layout glitch on safari browser when viewing navigation menu This is impacting our business operations.,Technical Issues,Low,Web Portal,SMB
TKT-13038,"FYI, Please cancel our monthly recurring addon package before next billing cycle begins Regards.",Cancellation & Refunds,Medium,Web Portal,Free Tier
TKT-13039,"Hey, Can you share best practices for organizing workspaces across departments? Let me know the resolution.",Product Inquiries,Low,Web Portal,Free Tier
TKT-13040,"Greetings, Where can I find video tutorials for onboarding new team members? This is impacting our business operations.",Product Inquiries,Low,Web Portal,SMB
TKT-13041,"Hey, How do I clear browser cache to view updated profile picture? Please look into this as soon as possible.",Technical Issues,Low,Email,SMB
TKT-13042,"Hi there, Integration with Slack bot stopped sending automated channel alerts Please look into this as soon as possible.",Technical Issues,Medium,Web Portal,Free Tier
TKT-13043,Attention: Urgent clarification on API rate limits for upcoming marketing campaign launching tonight This is impacting our business operations.,Product Inquiries,High,Web Portal,Enterprise
TKT-13044,"Greetings, Can we pay our invoice via annual bank check instead of card? Regards.",Billing & Payments,Low,Email,Free Tier
TKT-13045,"Greetings, Security vulnerability detected unauthorized API calls from unknown IP address help Appreciate your assistance.",Technical Issues,High,Web Portal,SMB
TKT-13046,Attention: Invited team member receives invalid invitation token error when clicking join link Please look into this as soon as possible.,Account Access,Medium,Web Portal,SMB
TKT-13047,"Hi there, Need to revoke access for former employee immediately and transfer project ownership Regards.",Account Access,Medium,Email,SMB
TKT-13048,"Greetings, What are the supported database connectors for the analytics pipeline? Thanks for your prompt help.",Product Inquiries,Medium,Email,SMB
TKT-13049,"Greetings, SSO SAML authentication broken for entire organization no employees can log in Please look into this as soon as possible.",Account Access,High,In-App Chat,SMB
TKT-13050,"Greetings, API endpoint returning 503 service unavailable all background workers crashed immediately This is impacting our business operations.",Technical Issues,High,Web Portal,SMB
TKT-13051,Urgent assistance needed: Invited team member receives invalid invitation token error when clicking join link Let me know the resolution.,Account Access,Medium,Web Portal,Free Tier
TKT-13052,Attention: Is there a free trial period available for the analytics add-on module? This is impacting our business operations.,Product Inquiries,Low,Web Portal,Free Tier
TKT-13053,"Hi there, Account suspended due to false payment failure despite valid corporate credit card on file Regards.",Billing & Payments,High,Email,Free Tier
TKT-13054,Urgent assistance needed: Feature request: can you add a dark theme option for the PDF export tool? Regards.,Technical Issues,Low,Web Portal,SMB
TKT-13055,"Greetings, Webhook notifications are delayed by approximately 45 minutes since latest release",Technical Issues,Medium,Email,SMB
TKT-13056,"Hello support team, Production database connection failure error code 500 server outage critical system down",Technical Issues,High,Email,Enterprise
TKT-13057,"Hi there, Is there a free trial period available for the analytics add-on module?",Product Inquiries,Low,Web Portal,Free Tier
TKT-13058,"Greetings, Integration with Slack bot stopped sending automated channel alerts Awaiting your quick reply.",Technical Issues,Medium,Web Portal,Free Tier
TKT-13059,Urgent assistance needed: Can we customize webhook payload headers with custom authorization tokens? Regards.,Product Inquiries,Medium,Web Portal,Enterprise
TKT-13060,"Greetings, Is there an RSS feed available for platform status announcements? Please look into this as soon as possible.",Technical Issues,Low,Email,Free Tier
TKT-13061,Help please! Data pipeline corrupted our daily sync failed for enterprise client accounts Awaiting your quick reply.,Technical Issues,High,Email,SMB
TKT-13062,"Hi there, Webhook notifications are delayed by approximately 45 minutes since latest release Please look into this as soon as possible.",Technical Issues,Medium,Web Portal,Free Tier
TKT-13063,Urgent assistance needed: Will our annual subscription automatically renew next quarter? Regards.,Billing & Payments,Low,Email,Enterprise
TKT-13064,"Hello support team, Service SLA breach below 99% uptime requesting contract termination and penalty refund This is impacting our business operations.",Cancellation & Refunds,High,Email,Free Tier
TKT-13065,"Hey, Critical compatibility question: does your SDK support Python 3.12 in production? Regards.",Product Inquiries,High,Web Portal,Enterprise
TKT-13066,Urgent assistance needed: Where is the cancellation request button located inside billing settings? This is impacting our business operations.,Cancellation & Refunds,Low,Email,Enterprise
TKT-13067,"Greetings, Minor CSS layout glitch on safari browser when viewing navigation menu Awaiting your quick reply.",Technical Issues,Low,In-App Chat,SMB
TKT-13068,Help please! How do we export all our workspace data before closing our company account?,Cancellation & Refunds,Medium,Email,SMB
TKT-13069,"Dear Customer Service, What payment currencies do you support for international bank cards? Please look into this as soon as possible.",Billing & Payments,Low,In-App Chat,Enterprise
TKT-13070,Legal notice: unauthorized renewal charge dispute initiated process refund now Awaiting your quick reply.,Cancellation & Refunds,High,Web Portal,Enterprise
TKT-13071,"Dear Customer Service, How do I clear browser cache to view updated profile picture? Regards.",Technical Issues,Low,In-App Chat,SMB
TKT-13072,Help please! Does your enterprise plan meet HIPAA and SOC2 Type II compliance regulations for healthcare data?,Product Inquiries,High,Web Portal,Enterprise
TKT-13073,Help please! Need to update billing address and GST identification number on upcoming monthly invoice Appreciate your assistance.,Billing & Payments,Medium,Web Portal,SMB
TKT-13074,"Greetings, Production database connection failure error code 500 server outage critical system down Awaiting your quick reply.",Technical Issues,High,Email,SMB
TKT-13075,Attention: Invited team member receives invalid invitation token error when clicking join link This is impacting our business operations.,Account Access,Medium,Email,Free Tier
TKT-13076,"FYI, Can we customize webhook payload headers with custom authorization tokens? Please look into this as soon as possible.",Product Inquiries,Medium,Web Portal,Enterprise
TKT-13077,Urgent assistance needed: Where can I download past invoices from the billing settings page? Thanks for your prompt help.,Billing & Payments,Low,Web Portal,SMB
TKT-13078,Where is the latest API documentation and Postman collection available? Let me know the resolution.,Product Inquiries,Low,Email,SMB
TKT-13079,Attention: How many days before renewal do we need to submit a cancellation notice? This is impacting our business operations.,Cancellation & Refunds,Low,Email,SMB
TKT-13080,"Dear Customer Service, Coupon promo code DISCOUNT20 was not applied during renewal checkout Regards.",Billing & Payments,Medium,Email,SMB
TKT-13081,"Hey, Memory leak causing production Kubernetes pods to crash in loop OOMKilled Appreciate your assistance.",Technical Issues,High,Web Portal,Enterprise
TKT-13082,Help please! Account suspended due to false payment failure despite valid corporate credit card on file Appreciate your assistance.,Billing & Payments,High,Web Portal,Enterprise
TKT-13083,Urgent assistance needed: How do we export all our workspace data before closing our company account? Let me know the resolution.,Cancellation & Refunds,Medium,Email,SMB
TKT-13084,"Hello support team, Can one user be a member of multiple organization workspaces? Please look into this as soon as possible.",Account Access,Low,In-App Chat,SMB
TKT-13085,Help please! How do I clear browser cache to view updated profile picture? Please look into this as soon as possible.,Technical Issues,Low,Web Portal,SMB
TKT-13086,Attention: Security vulnerability detected unauthorized API calls from unknown IP address help Awaiting your quick reply.,Technical Issues,High,In-App Chat,SMB
TKT-13087,"Hey, Where do I configure two-factor authentication in account preferences? Let me know the resolution.",Account Access,Low,Email,Free Tier
TKT-13088,"Hello support team, Memory leak causing production Kubernetes pods to crash in loop OOMKilled",Technical Issues,High,Email,Enterprise
TKT-13089,"Dear Customer Service, How do we export all our workspace data before closing our company account? Appreciate your assistance.",Cancellation & Refunds,Medium,Email,Enterprise
TKT-13090,"Dear Customer Service, Typo in user settings documentation link points to older version 2.1 guide",Technical Issues,Low,Web Portal,Enterprise
TKT-13091,Help please! Password reset link email never arrives in inbox or spam folder Let me know the resolution.,Account Access,Medium,Web Portal,SMB
TKT-13092,"Hi there, Cannot upload CSV file larger than 5MB error says file format unsupported Awaiting your quick reply.",Technical Issues,Medium,Web Portal,Enterprise
TKT-13093,"Greetings, Coupon promo code DISCOUNT20 was not applied during renewal checkout Thanks for your prompt help.",Billing & Payments,Medium,Email,Enterprise
TKT-13094,Help please! API endpoint returning 503 service unavailable all background workers crashed immediately Thanks for your prompt help.,Technical Issues,High,Web Portal,Free Tier
TKT-13095,"Hi there, How to switch payment method from American Express to corporate ACH wire transfer? This is impacting our business operations.",Billing & Payments,Medium,Email,Free Tier
TKT-13096,"Hello support team, Cannot change primary email address in profile settings page throws permission error Please look into this as soon as possible.",Account Access,Medium,Web Portal,Free Tier
TKT-13097,"Greetings, Is there an RSS feed available for platform status announcements? Thanks for your prompt help.",Technical Issues,Low,Email,Enterprise
TKT-13098,Can we customize webhook payload headers with custom authorization tokens? This is impacting our business operations.,Product Inquiries,Medium,Web Portal,Free Tier
TKT-13099,"Greetings, Will our annual subscription automatically renew next quarter? This is impacting our business operations.",Billing & Payments,Low,Email,SMB
TKT-13100,"Greetings, Web application loading very slowly dashboard takes over 30 seconds to render charts Thanks for your prompt help.",Technical Issues,Medium,Web Portal,SMB
TKT-13101,"Hi there, What payment currencies do you support for international bank cards? This is impacting our business operations.",Billing & Payments,Low,Email,Free Tier
TKT-13102,"Hi there, Do you have a public product roadmap for upcoming Q3 features? This is impacting our business operations.",Product Inquiries,Low,Email,Enterprise
TKT-13103,Urgent assistance needed: What payment currencies do you support for international bank cards? Please look into this as soon as possible.,Billing & Payments,Low,Web Portal,SMB
TKT-13104,Help please! Cannot change primary email address in profile settings page throws permission error,Account Access,Medium,Web Portal,SMB
TKT-13105,"Greetings, Need to update billing address and GST identification number on upcoming monthly invoice",Billing & Payments,Medium,Web Portal,Free Tier
TKT-13106,Attention: Can we pay our invoice via annual bank check instead of card? Awaiting your quick reply.,Billing & Payments,Low,Web Portal,Enterprise
TKT-13107,"Dear Customer Service, Data pipeline corrupted our daily sync failed for enterprise client accounts Please look into this as soon as possible.",Technical Issues,High,Email,Enterprise
TKT-13108,Help please! How do I update my profile avatar and display name on the portal?,Account Access,Low,In-App Chat,SMB
TKT-13109,"Greetings, Need to revoke access for former employee immediately and transfer project ownership Thanks for your prompt help.",Account Access,Medium,Web Portal,SMB
TKT-13110,"Greetings, Can one user be a member of multiple organization workspaces? Appreciate your assistance.",Account Access,Low,Web Portal,SMB
TKT-13111,"Hi there, Data pipeline corrupted our daily sync failed for enterprise client accounts",Technical Issues,High,Email,Enterprise
TKT-13112,Attention: Mobile app crashes whenever user switches from dark mode to light mode in settings This is impacting our business operations.,Technical Issues,Medium,Web Portal,SMB
TKT-13113,Urgent assistance needed: Critical compatibility question: does your SDK support Python 3.12 in production? Thanks for your prompt help.,Product Inquiries,High,Web Portal,SMB
TKT-13114,"Hey, SSO SAML authentication broken for entire organization no employees can log in Let me know the resolution.",Account Access,High,Email,SMB
TKT-13115,Attention: API endpoint returning 503 service unavailable all background workers crashed immediately Appreciate your assistance.,Technical Issues,High,Web Portal,Enterprise
TKT-13116,Attention: Minor CSS layout glitch on safari browser when viewing navigation menu Thanks for your prompt help.,Technical Issues,Low,In-App Chat,Enterprise
TKT-13117,"Dear Customer Service, Need to update billing address and GST identification number on upcoming monthly invoice Awaiting your quick reply.",Billing & Payments,Medium,In-App Chat,SMB
TKT-13118,"Greetings, Please ensure auto-renewal is turned off for our yearly subscription Let me know the resolution.",Cancellation & Refunds,Medium,Email,SMB
TKT-13119,"Hey, Subscription renewed without 30-day notice demanding immediate full refund of $1,800 This is impacting our business operations.",Cancellation & Refunds,High,Web Portal,SMB
TKT-13120,"Hey, Fraudulent unauthorized transactions detected on our billing card linked to this account Awaiting your quick reply.",Billing & Payments,High,In-App Chat,Enterprise
TKT-13121,"Hi there, Does the platform support automated CSV data export via scheduled SFTP? Appreciate your assistance.",Product Inquiries,Medium,In-App Chat,SMB
TKT-13122,Help please! Security vulnerability detected unauthorized API calls from unknown IP address help Regards.,Technical Issues,High,Email,SMB
TKT-13123,"Hello support team, Feature request: can you add a dark theme option for the PDF export tool? Thanks for your prompt help.",Technical Issues,Low,Web Portal,SMB
